id,reference,T5-small_summary,T5-small_r1_p,T5-small_r1_r,T5-small_r1_f,T5-small_r2_p,T5-small_r2_r,T5-small_r2_f,T5-small_rL_f,BART_summary,BART_r1_p,BART_r1_r,BART_r1_f,BART_r2_p,BART_r2_r,BART_r2_f,BART_rL_f
1c2a2b5a1bc7048e5d6c3457d5c616d101811ae5,"Social media largely supports Jenner .
More people seemed intrigued that he's a Republican .","Social media reaction to Bruce Jenner's announcement that he's a woman .<n>""So very proud of you, my hero,"" tweeted daughter Kendall Jenner .<n>""We have the chance to write this moment in history,"" tweeted Lady Gaga .",0.1795,0.5,0.2642,0.1053,0.3077,0.1569,0.2642,"Jenner's family owned the moment, being the reality TV mavens they are -- the Jenners and the Kardashians. Lady Gaga has long supported lesbian, gay, bisexual and transgender issues.",0.1034,0.2143,0.1395,0.0,0.0,0.0,0.093
1c7626ddf4eef3af3a5ca5ed5d41c1ec461ecf37,"Third suspect identified as George Davon Kennedy of Murfreesboro, Tennessee .
Young woman was raped on a crowded beach in broad daylight, police say .
Some bystanders saw what was happening and didn't stop it, authorities say .",A third person has been arrested in an alleged gang rape on a Florida beach .<n>Police say George Davon Kennedy was the third suspect seen in a video of the assault .,0.4375,0.3889,0.4118,0.1935,0.1714,0.1818,0.2353,"George Davon Kennedy, of Murfreesboro, Tennessee, is arrested in Georgia. He is the third person arrested in the case of an alleged spring break gang rape. A woman told police she may have been drugged and gang-raped on a beach.",0.3659,0.4167,0.3896,0.175,0.2,0.1867,0.2857
1ca0959a702965930610a5eabdee880146331086,"Volcano already has erupted twice this week .
It has spewed ash to a depth of about 23½ inches in some places, Chilean officials say .
Authorities issue an alert for two towns, and there's a 12-mile exclusion zone .","""There is more seismic activity ... and we think there will be more activity today,"" official says .<n>The volcano has erupted twice this week, spewing ash to a depth of about 2312 inches .",0.5455,0.4615,0.5,0.3438,0.2895,0.3143,0.3889,"""There is more seismic activity ... and we think there will be more activity today,"" geologists say. The volcano has already erupted twice this week, spewing ash to a depth of about 23½ inches.",0.5758,0.4872,0.5278,0.3438,0.2895,0.3143,0.4167
1cf6b07ab3d14424eba3aa653b1f9cced7b13dd6,"Amina Ali Qassim's family sought shelter in a mosque before fleeing Yemen .
Thousands like them are boarding boats to sail to Djibouti .
Saudi Arabia has been pounding Yemen in a bid to defeat Houthi rebels .",Amina Ali Qassim and her family fled their home on the Yemeni island of Birim .<n>Twenty-five of them squeezed into one boat setting sail through the Bab al-Mandab Strait to Djibouti .<n>It's now being crossed by desperate Yemenis in rickety fishing boats seeking refuge from the conflict .,0.2115,0.3056,0.25,0.0588,0.0857,0.0698,0.2273,Amina Ali Qassim and her family fled the Yemeni island of Birim at first light. Twenty-five of them squeezed into one boat setting sail through the Bab al-Mandab Strait to Djibouti.,0.2727,0.25,0.2609,0.0938,0.0857,0.0896,0.2609
1d17d402757c7da68c499b95368f477ad5d66513,"Gunfire erupts after senior U.S. official meets with Afghan governor in Jalalabad, U.S. Embassy says .
Afghan soldier fires at U.S. troops, Afghan police official says .","An Afghan soldier opened fire on U.S. troops, police chief of Nangarhar province says .<n>A U.S. military official says a U.S. soldier was killed and other troops were injured .",0.4242,0.5,0.459,0.1875,0.2222,0.2034,0.2951,A U.S. Army soldier was killed Wednesday in an attack in eastern Afghanistan. An Afghan soldier killed and another was injured in a subsequent exchange of gunfire.,0.2143,0.2143,0.2143,0.0741,0.0741,0.0741,0.1786
1d2899cd0787133e50e5e3e088d836f3f0dd856b,"What do funeral strippers, a quadruple rainbow and Kylie Jenner have in common? They all trended this week!","In rural China, hiring exotic dancers to perform at wakes is an increasingly common practice .<n>A prom-posal that referenced bombs? One school wouldn't have it, but the prom-poser accuses administrators of racism .",0.1111,0.2222,0.1481,0.0,0.0,0.0,0.0741,"In rural China, hiring exotic dancers to perform at wakes is an increasingly common practice. Here's one way to announce you're pregnant: reference ""The Fresh Prince of Bel-Air""",0.0645,0.1111,0.0816,0.0,0.0,0.0,0.0816
1dcfa6e776353713ebed73632cded1192f362149,"A trip to the town of Gorkha shows the human toll of the earthquake .
International teams are assisting Nepalese medical staff, officials .","Gorkha is a district northwest of Kathmandu .<n>The hospital campus is overflowing with patients .<n>To fly to most remote places from Gorkha takes about 30 minutes, five days on foot .",0.1562,0.2273,0.1852,0.0,0.0,0.0,0.1111,"One of the biggest challenges rescue workers are facing in Nepal is reaching affected people. One of them is Gorkha, a district northwest of Kathmandu. The hospital campus is overflowing with patients. To accommodate all the casualties, the hospital built a tarpaulin shelter.",0.2093,0.4091,0.2769,0.0238,0.0476,0.0317,0.1538
1dd00c89d71a5611797bb34da8a6eada8f058405,"LZ: Indiana law pushing back LGBT rights, and other states' anti-LGBT moves, bow to far right wing that GOP candidates need for 2016 .
Cruz, Huckabee, Jindal, Carson, Walker are reviving culture wars, he says.  Equality for LGBT has not yet ""won"" in America .",Indiana Gov. Mike Pence signed a law that allows discrimination against gays and lesbians .<n>John Avlon says the law is part of a larger conservative push against same-sex marriage .,0.1935,0.1364,0.16,0.0,0.0,0.0,0.1067,Mike Pence is drawing huge heat for his controversial decision to sign a religious freedom law that opens the door to discrimination against gays and lesbians. John Avlon: There's a very powerful wing of his party that wants a conservative as its 2016 candidate and this bill was Pence's way of shoring up his street cred.,0.1379,0.1818,0.1569,0.0,0.0,0.0,0.098
1e1818bffffe5361e3ebe47358e9acf602f33f82,"Two people are taken into custody, but the protests -- on the whole -- are peaceful .
Baltimore police commissioner sits down with the Gray family .","""The police have a lot of questions that need to be answered,"" attorney says .<n>Protesters rally at City Hall before marching to a police station .<n>Freddie Gray died one week after he was arrested .",0.1111,0.1739,0.1356,0.0,0.0,0.0,0.1356,"The two were detained for disorderly conduct and destruction of property, police say. Protesters rallied at City Hall before marching to a police station. Freddie Gray died Sunday, one week after he was arrested by Baltimore police.",0.1622,0.2609,0.2,0.0278,0.0455,0.0345,0.1333
1ea2893555b80472c3b690b00dc9223c8f71e829,"Six young Minnesotans conspired to sneak into Syria and join ISIS ""by any means necessary,"" prosecutors say .
The men, ages 19 to 21, were arrested Sunday .
They plotted for 10 months, the U.S. attorney for the District of Minnesota says .","""Nothing stopped these defendants from plotting their goal,"" U.S. attorney says .<n>Recruiting for the ISIS terrorist network is a particular problem in Minnesota's Somali community .",0.3214,0.2195,0.2609,0.1111,0.075,0.0896,0.2029,"The group of friends, ages 19 to 21, were arrested Sunday. Recruiting for the ISIS terrorist network is a particular problem in Minnesota's Somali community.",0.5385,0.3415,0.4179,0.28,0.175,0.2154,0.3284
1eb5a51621a16535b548ae7b02bd923cd556cb2c,"""There is still smoke on and off,"" says resident with distant view .
The volcano erupts for third time since April 22 .
About 1,500 people are evacuated, an official says, according to CNN Chile .","""There is still smoke on and off, but nothing so dramatic (as before,"" says Calbuco resident .<n>The explosion produced an extensive plume, but it was also described as smaller than the eruptions on April 22 and April 23 .",0.359,0.4118,0.3836,0.1842,0.2121,0.1972,0.3562,"Chile's Calbuco Volcano erupted again Thursday, marking the third time since last week. The explosion produced an extensive plume, but it was also described as smaller than the eruptions on April 22 and April 23. The first eruption set off a bit of a panic in the region.",0.2653,0.3824,0.3133,0.0833,0.1212,0.0988,0.1687
1ec031cfc87a8b4ee02762362b88d04e578cc04f,"Jack White taking a hiatus from touring after brief acoustic jaunt .
He'll play five states he has yet to get to, charge just $3 .
Places and times of shows are currently a mystery .","Jack White has announced he'll take a hiatus from touring .<n>The announcement has fans scouring the Internet for White's touring history .<n>White will wrap his touring efforts in support of ""Lazeretto""",0.3143,0.3235,0.3188,0.1765,0.1818,0.1791,0.2609,"Jack White announced he'll take a hiatus from touring. White will wrap his touring efforts with a brief, first-ever acoustic tour. The shows will be unannounced until day-of-show, with tickets priced at $3.",0.4054,0.4412,0.4225,0.1944,0.2121,0.2029,0.3099
1ec858d94ac0977ea87eebf35fddb339a81d587c,"Yoga guru Bikram Choudhury denies sexual assault allegations .
His accusers, he says, were manipulated to lie about him .
A former student says he uses his yoga accomplishments to hide the harm he's caused .","Bikram Choudhury is the founder of Bikram's Yoga College of India .<n>He's featured prominently on its website, which details his system of performing 26 unique yoga poses .<n>Six women have accused him of rape or sexual assault .",0.2927,0.3529,0.32,0.075,0.0909,0.0822,0.1333,"Bikram Choudhury is accused of rape or sexual assault by six of his former students. He says he would never resort to physical aggression to have sex because he has so many offers. ""Women like me. Women love me,"" he says.",0.3659,0.4412,0.4,0.125,0.1515,0.137,0.2933
1ecb11d97cc3290881a814fa863c1b06b6b96502,"Dean Obeidallah: Apple's new emoji lineup is diverse in race, ethnicity and sexual orientation .
It's just like America, but what took Apple so long? Obeidallah asks .
He says change may rankle (or win over?) conservatives who discriminate against people because of their sexual orientation .","Apple released a new version of its mobile operating system that includes more diversity of its emojis .<n>The reaction to this new lineup is, as should be expected, a range of cheers and jeers .",0.2286,0.1739,0.1975,0.0294,0.0222,0.0253,0.1481,"Apple released a new version of its mobile operating system that includes more diversity. The reaction to this new lineup is, as should be expected, a range of cheers and jeers.",0.2258,0.1522,0.1818,0.0333,0.0222,0.0267,0.1299
1f1b86bd15ea6263654916f0f920c69984d46973,"Houthis call for halt to fighting and resumption of peace talks .
The cessation of airstrikes lasted less than 24 hours .
Next phase, called ""Operation Renewal of Hope,"" will focus on political process .","Houthis release Yemeni Defense Minister Mahmoud al-Subaihi, source says .<n>Yemeni President Abdu Rabu Mansour Hadi says he'll return to Yemen at ""the right time""",0.1111,0.0938,0.1017,0.0,0.0,0.0,0.1017,"Houthi spokesman says talks should resume ""but only after a complete halt of attacks"" The previous round of talks between Houthi rebels and the government failed in January.",0.25,0.2188,0.2333,0.0,0.0,0.0,0.1667
1f4aaf00cad1c6272240bd109fd34201b92a0937,"Malik Ghat is a wholesale flower market in India that attracts more than 2,000 sellers each day .
Photographer Ken Hermann spent 10 days at the market photographing his project ""Flower Man""","Malik Ghat is a wholesale flower market in Kolkata, India .<n>Photographer Ken Hermann spent 10 days at the market for his project ""Flower Man""",0.88,0.6875,0.7719,0.75,0.5806,0.6545,0.7719,"Photographer Ken Hermann visited Malik Ghat in Kolkata, India, for his project ""Flower Man"" The wholesale flower market attracts more than 2,000 sellers each day.",0.8846,0.7188,0.7931,0.6,0.4839,0.5357,0.4483
1faf623126af4beed4ea40802bcbbdfb7922d2f1,"A logic question about ""Cheryl's birthday"" goes viral .
The clues give just enough information to eliminate most possibilities .
It spread after a Singapore television host posted it to Facebook .",A Singapore high school challenged students to solve a logic problem about a girl's birthday .<n>The problem went viral after a television host posted it to Facebook .,0.5862,0.5667,0.5763,0.3214,0.3103,0.3158,0.4746,"Cheryl's birthday challenge was meant to test the better high-school students competing in the Singapore and Asian Schools Math Olympiad. Some are even saying it's the math equivalent of the ""What color is the dress"" debate.",0.1795,0.2333,0.2029,0.0526,0.069,0.0597,0.1739
1fc914ba15a6d6a344c4f0b1e918803039009baf,"Brynn Duncan has mast cell disease, which causes her to be allergic to almost everything .
Duncan has a feeding tube and is on constant doses of antihistamine .","Brynn Duncan was diagnosed with mast cell disease at the age of 16 .<n>Her family found a specialist online, and he confirmed their suspicions .",0.36,0.3333,0.3462,0.125,0.1154,0.12,0.3077,"Brynn Duncan's food allergies change so frequently, keeping track is almost pointless. She can always tell when one is coming on. ""I just get this overwhelming sense of -- they call it impending doom,"" she says.",0.1667,0.2222,0.1905,0.0286,0.0385,0.0328,0.1905
202a51397a4de6483e6a7427d1952c46fca69d81,"The singer had been off the scene for a while .
She says she was bedridden for months .
Lavigne was sometimes too weak to shower .",Avril Lavigne tells People magazine that she was bedridden for five months .<n>The singer believes she was bitten by a tick last spring .,0.4583,0.4583,0.4583,0.1739,0.1739,0.1739,0.25,"Avril Lavigne says she was bedridden for five months after contracting Lyme disease. ""It felt like having all your life sucked out of you,"" she told People magazine. The singer is releasing a new single to support the 2015 Special Olympics.",0.3171,0.5417,0.4,0.125,0.2174,0.1587,0.2154
203886369feea77bbc35715e6d7e518b751f57de,"Museum: Anne Frank died earlier than previously believed .
Researchers re-examined archives and testimonies of survivors .
Anne and older sister Margot Frank are believed to have died in February 1945 .","Anne Frank died of typhus in a Nazi concentration camp at the age of 15 .<n>Just two weeks after her supposed death on March 31, 1945, the Bergen-Belsen camp was liberated .<n>New research shows Anne and her older sister, Margot Frank, died at least a month earlier than previously thought .",0.3208,0.5667,0.4096,0.1538,0.2759,0.1975,0.2651,"Researchers re-examined archives of the Red Cross, the International Training Service and the Bergen-Belsen Memorial. They concluded that Anne and Margot probably did not survive to March 1945. Days at the camp were filled with terror and dread, witnesses said.",0.2619,0.3667,0.3056,0.0976,0.1379,0.1143,0.2778
20779abc400c083fc8e37532cc9c1a24b7f19b28,"Timberlake and Biel welcome son Silas Randall Timberlake .
The couple announced the pregnancy in January .","Silas Randall Timberlake is the first baby for both .<n>He is the middle name of Timberlake's maternal grandfather, who died in 2012 .",0.2917,0.4667,0.359,0.087,0.1429,0.1081,0.3077,"Silas was the middle name of Timberlake's maternal grandfather Bill Bomar. Randall is the musician's own middle name, as well as his father's first.",0.1852,0.3333,0.2381,0.0,0.0,0.0,0.1429
20a6b5894c4cd75e32f6f4946467854aeb539337,"Case begins when police find video of what appears to be a gang rape .
2 students from Troy University in Alabama are charged in the case .","Ryan Calhoun and Delonte Martistee are charged with sexual battery by multiple perpetrators .<n>The Troy, Alabama, Police Department found video of what appeared to be a Panama City gang rape .",0.4839,0.5769,0.5263,0.2667,0.32,0.2909,0.3509,"Ryan Calhoun and Delonte Martistee, students at Troy University, were arrested and charged with sexual battery. The Troy, Alabama, Police Department found video of what appeared to be a Panama City gang rape.",0.4848,0.6154,0.5424,0.25,0.32,0.2807,0.339
20aaaf9357b437f83ac7745f02b71d4e93d8753f,"Five recent deaths heighten suspicions on both side of Ukraine's ethnic divide .
Ukraine's President orders an investigation of the recent killings .
The opposition calls the killings ""oppression,"" but the government says Moscow may be to blame .","Oleg Kalashnikov, a former member of parliament, was shot and killed Wednesday .<n>A day later, journalist Oles Buzyna, 45, was killed by shots fired from a dark blue Ford Focus .",0.0968,0.0789,0.087,0.0,0.0,0.0,0.087,"Oleg Kalashnikov, a former member of parliament, was shot and killed Wednesday. Oles Buzyna, a Ukrainian journalist known for his pro-Russian views, was killed Thursday. The killings renewed speculation, sparked by earlier unusual deaths, about a conspiracy.",0.1316,0.1316,0.1316,0.027,0.027,0.027,0.1053
20adc6865b6c8ab3602f7ce902bbf9f032272e5b,"Indonesia executed eight prisoners including two Australians on Wednesday .
Two of ""Bali Nine"" were killed despite Australia's pleas for mercy .
All around the world, innocent people being killed by the state in our name, writes Mark Beeson .",Andrew Chan and Myuran Sukumaran executed by firing squad in Indonesia .<n>Authors: Executions raise questions about powers we give to states .,0.2273,0.1316,0.1667,0.0,0.0,0.0,0.1,Many Australians are appalled by the brutal and pointless executions of Andrew Chan and Myuran Sukumaran. The death penalty looks anachronistic and ineffective at the best of times. Indonesia's actions raise more general questions about the powers we give to states.,0.2143,0.2368,0.225,0.0244,0.027,0.0256,0.125
213cec41607137c8ba406ef837305f4975ebf534,"New Line Cinema is reportedly planning a Mariah Carey Christmas movie .
Carey was queen of the '90s, and that decade is totally hot now .","New Line Cinema is planning a Mariah Carey Christmas movie .<n>The producer says it will be ""everything you hope a Christmas movie with Mariah Carey would be""",0.4286,0.5,0.4615,0.2963,0.3478,0.32,0.4231,"According to EW, New Line Cinema is planning a Mariah Carey Christmas movie. Producer Jonathan Shestack confirmed that he is working on the yet-untitled project.",0.5,0.5417,0.52,0.32,0.3478,0.3333,0.48
225f2330a6477e05fd3cebb31d3c87243cd40eb6,"This page includes the show Transcript .
Use the Transcript to help students with reading comprehension and vocabulary .
At the bottom of the page, comment for a chance to be mentioned on CNN Student News.  You must be a teacher or a student age 13 or older to request a mention on the CNN Student News Roll Call.","This page includes the show Transcript .<n>Use the Transcript to help students with reading comprehension and vocabulary .<n>At the bottom of the page, comment for a chance to be mentioned on CNN Student News. You must be a teacher or a student age 13 or older to request a mention on the CNN Student News Roll Call.",0.9661,1.0,0.9828,0.931,0.9643,0.9474,0.9828,"This page includes the show Transcript. Use the Transcript to help students with reading comprehension and vocabulary. At the bottom of the page, comment for a chance to be mentioned on CNN Student News.  You must be a teacher or a student age 13 or older to request a mention on the CNN Student news Roll Call.",1.0,1.0,1.0,1.0,1.0,1.0,1.0
226f50e892a6cef2bb4402879bf7e398d06c98cf,"About a year after al Qaeda took Warren Weinstein hostage, his family paid a ransom, a Pakistani source says .
The captors demanded that other prisoners be released, the source says .
Weinstein, an American aid worker, was killed in a drone strike in January, the U.S. says .","Al Qaeda took Warren Weinstein hostage in 2011, then his family paid money to his captors .<n>It did not lead to his release, and he was inadvertently killed in an anti-terror strike in January .",0.5,0.383,0.4337,0.2857,0.2174,0.2469,0.4096,"Warren Weinstein's family paid money to his captors, a Pakistani source says. It did not lead to the American aid worker's release, and he was inadvertently killed in January.",0.6452,0.4255,0.5128,0.3,0.1957,0.2368,0.4103
22e1394839f0ec18ee80df0cbf3f2d5ce22bff2b,"Hillary Clinton developed a close relationship with the financial world as a New York senator .
Clinton's allies there are eager to galvanize a broad network of potential donors .
Her coziness with Wall Street irritates liberal activists, who are a growing influence in the Democratic Party .",Hillary Clinton has long enjoyed a close relationship with the financial industry .<n>Clinton's allies in the finance world are eager to galvanize a broad network of potential donors .<n>Clinton's perceived coziness with Wall Street is a source of irritation for liberal activists .,0.6957,0.6957,0.6957,0.4889,0.4889,0.4889,0.6087,Hillary Clinton announced Sunday that she will run for president in 2016. Clinton has long enjoyed a close relationship with the financial industry. But her perceived coziness with Wall Street is a source of irritation for liberal activists.,0.5263,0.4348,0.4762,0.2703,0.2222,0.2439,0.381
230c522854991d053fe98a718b1defa077a8efef,"Theia, a bully breed mix, was apparently hit by a car, whacked with a hammer and buried in a field .
""She's a true miracle dog and she deserves a good life,"" says Sara Mellado, who is looking for a home for Theia .","Theia, a white-and-black bully breed mix, was apparently hit by a car and buried in a field .<n>Four days later, the dog staggers to a farm and is taken in by a worker .<n>She needs surgery to fix a dislocated jaw and a caved-in sinus cavity .",0.4706,0.5581,0.5106,0.26,0.3095,0.2826,0.4468,"Theia, a one-year-old bully breed mix, was hit by a car and buried in a field. She managed to stagger to a nearby farm, dirt-covered and emaciated. She suffered a dislocated jaw, leg injuries and a caved-in sinus cavity.",0.4884,0.4884,0.4884,0.2857,0.2857,0.2857,0.4884
236b50e3e43142afbe0ca86ff4f522dac2555fe6,"Maysak has sustained winds of more than 130 mph but is expected to weaken .
It's forecast to hit the Philippines during the Easter weekend .",Typhoon Maysak's eye is projected to make landfall in the Philippines on Sunday .<n>The country's National Disaster Risk Reduction and Management Council goes on red alert .,0.2414,0.28,0.2593,0.0357,0.0417,0.0385,0.2222,Typhoon Maysak is moving west-northwest after skirting the Federated States of Micronesia. Its eye is projected to make landfall in the central or northern part of the Philippine island of Luzon on Sunday.,0.2059,0.28,0.2373,0.0303,0.0417,0.0351,0.2034
23a0f5d45517620ea12e8af780b2fa1cd9a2373a,"NASA chief scientist Ellen Stofan believes we're close to finding alien life .
Indications within a decade; definitive evidence within ""20 to 30 years,"" she said .
Finding water on other celestial bodies is key to determination .","NASA chief scientist: ""We know where to look. We know how to look""<n>John Grunsfeld: ""Once we get out beyond Mars, the likelihood that it's similar to Earth""",0.2333,0.1944,0.2121,0.069,0.0571,0.0625,0.2121,"NASA scientist: ""We're going to have strong indications of life beyond Earth within a decade"" ""We are not talking about little green men,"" Ellen Stofan says. ""We know where to look. We know how to look""",0.3784,0.3889,0.3836,0.1111,0.1143,0.1127,0.3014
23b01320d93bb8a0fce96fb0dc37bcebf3f179cb,"A man killed in a raid in the Philippines in January was a ""most wanted"" terrorist, the FBI says .
Marwan was a Malaysian believed to have provided support to Islamist terror groups .
44 elite Philippine commandos were killed in the raid on his hideout last month .",FBI confirms Malaysian bomb maker Marwan was killed in January raid in Philippines .<n>Marwan was believed by the FBI to be a member of Jemaah Islamiyah's central command .<n>He had previously been falsely reported dead after a raid by Philippine security forces in 2012 .,0.4043,0.413,0.4086,0.1304,0.1333,0.1319,0.2366,"The FBI has confirmed that one of its most wanted terrorists, the Malaysian bomb maker known as Marwan, was killed in the Philippines. Marwan was believed by the FBI to be a member of southeast Asian terror group Jemaah Islamiyah's central command. The FBI had been offering a $5 million reward for information leading to Marwan's capture.",0.3559,0.4565,0.4,0.1552,0.2,0.1748,0.2286
23d1195f78742c6abe27bb5447ac993a78fcedd1,"This page includes the show Transcript .
Use the Transcript to help students with reading comprehension and vocabulary .
At the bottom of the page, comment for a chance to be mentioned on CNN Student News.  You must be a teacher or a student age 13 or older to request a mention on the CNN Student News Roll Call.
The Weekly Newsquiz tests students' knowledge of events in the news .","This page includes the show Transcript .<n>Use the Transcript to help students with reading comprehension and vocabulary .<n>At the bottom of the page, comment for a chance to be mentioned on CNN Student News. You must be a teacher or a student age 13 or older to request a mention on the CNN Student News Roll Call.<n>The Weekly Newsquiz tests students' knowledge of events in the news .",0.9577,1.0,0.9784,0.9143,0.9552,0.9343,0.9784,"This page includes the show Transcript. Use the Transcript to help students with reading comprehension and vocabulary. At the bottom of the page, comment for a chance to be mentioned on CNN Student News. You must be a teacher or a student age 13 or older to request a mention on the CNN Student news Roll Call. The Weekly Newsquiz tests students' knowledge of events in the news.",1.0,1.0,1.0,1.0,1.0,1.0,1.0
24114f2ab320d22ae3dfbe2772b097919c20914d,"Questions Tuesday centered on whether defining marriage should be left to voters in individual states or decided by  judicial system .
Chief Justice John Roberts, who shocked conservatives with his swing vote to uphold Obamacare, seemed to lean conservative .
Eyes on Justice Anthony Kennedy, a key vote for challengers to the state bans, who has penned decisions in favor of gay rights .",Chief Justice John Roberts seemed to lean more closely to conservative justices .<n>Justice Anthony Kennedy returned to a familiar role as the court's pivotal vote .,0.5926,0.2623,0.3636,0.2692,0.1167,0.1628,0.2955,Supreme Court justices appeared divided Tuesday during historic arguments over the constitutionality of gay marriage. Justice Anthony Kennedy returned to a familiar role as the court's pivotal vote. Chief Justice John Roberts seemed to lean more closely to conservative justices.,0.4878,0.3279,0.3922,0.2,0.1333,0.16,0.2353
243729c2c4dc788d36436316da3e24ffff596f71,"NBA player Jeff Green had open heart surgery to repair an aortic aneurysm in 2011 .
Green missed the entire 2011-2012 basketball season .
Now he donates time to young cardiovascular patients .","Jeff Green had an aortic aneurysm near the left valve of his heart .<n>Green's NBA career wasn't over, but it was a slow progression back to the court .",0.3548,0.3548,0.3548,0.1333,0.1333,0.1333,0.2581,Memphis Grizzlies small forward Jeff Green had to have open heart surgery. He missed the entire 2011-2012 season. Green is now using his story to raise awareness of hidden heart risk.,0.5312,0.5484,0.5397,0.2581,0.2667,0.2623,0.4444
24872fc70c88390440d15f46017fa665e8f94f6a,"In the murder trial of James Holmes, 12 jurors and 12 alternates have been selected .
The mostly middle-aged group includes 19 women and five men .
Jury selection started in January; opening statements are scheduled to begin on April 27 .","James Holmes faces 165 counts, including murder and attempted murder charges .<n>Opening statements in the trial are scheduled to begin on April 27 .",0.7083,0.425,0.5312,0.3913,0.2308,0.2903,0.4062,"The group includes 19 women and five men. Jury selection started in January with 9,000 potential jurors. Opening statements in the trial are scheduled to begin on April 27.",0.8667,0.65,0.7429,0.6552,0.4872,0.5588,0.6286
24dc8a8e4eb8ba497b87b4827c3b9dc6b932a64c,"Many girls in Nima,one of Accra's poorest slums, receive little or no education .
Achievers Ghana is a school funded by the community to give the next generation a better chance of success .
Girls are being taught to code by tech entrepreneur Regina Agyare, who believes her students will go far .","Regina Agyare is the founder of software development company Soronko Solutions .<n>Her ""Tech Needs Girls"" initiative mentors young women in Accra, Ghana .<n>She has set up a coding club for local girls, teaching them how to use computers .",0.375,0.2885,0.3261,0.0256,0.0196,0.0222,0.1522,"Regina Agyare is teaching local girls in Nima, a slum in Accra, how to code. Achievers Ghana supports 250 girls between the age of six and 18. The group provides school funding to help the girls shape their own future.",0.5,0.3846,0.4348,0.1538,0.1176,0.1333,0.2391
2516862393b1d8febc459b5e3fba5656147f9906,"Saturday is Record Store Day, celebrated at music stores around the world .
Many stores will host live performances, drawings and special sales of rare vinyl .","Record Store Day is Saturday .<n>Many stores will host live performances, drawings, book signings, special sales of rare or autographed vinyl .",0.7727,0.68,0.7234,0.5238,0.4583,0.4889,0.6383,"On Saturday, hundreds of music retailers will hold events to commemorate Record Store Day. Many stores will host live performances, drawings, book signings and special sales.",0.6154,0.64,0.6275,0.4,0.4167,0.4082,0.549
253090bfa7a2a922bb69275d84be766ffeb37bf7,"Bill Richardson: U.S  announced plan to cut greenhouse gas emissions by 26% to 28% below 2005 levels by 2025 .
He says China, India, major corporations, cities among those already setting goals for cutting emissions. U.S. must lead in this effort .",The United States has made clear that it is ready to step up to the plate on climate change .<n>A successful climate pact will send a signal around the world that a shift to a low-carbon economy is underway .,0.0488,0.0476,0.0482,0.0,0.0,0.0,0.0482,This year is the time to secure strong global agreement to curb heat-trapping emissions. A successful climate pact will send a signal that a shift to a low-carbon economy is underway. The United States has made clear that it is ready to step up to the plate on climate change.,0.0769,0.0952,0.0851,0.0,0.0,0.0,0.0638
2549d3c10d5bc8ede708af559dd095271e0225e1,"Ed Royce: Best predictor of Iran's future behavior is its past behavior .
New framework keeps Iran's nuclear door well and truly open, he says .",Rep. Ed Royce: President Obama is giving up enormous leverage in his nuclear deal with Iran .<n>He says the framework announced last week does nothing of the sort .,0.3103,0.3462,0.3273,0.0714,0.08,0.0755,0.2182,U.S. and European sanctions were forcing Iran to the nuclear crossroads. President Obama has given Tehran an easy exit. The deal currently on the table would hand Tehran billions of previously sanctioned funds.,0.1471,0.1923,0.1667,0.0,0.0,0.0,0.1
255f6290b0417c6f36988a296dff2cdfe754aa5c,"Australian and Philippines governments given notice their nationals will be executed in 72 hours .
They include Philippines maid Mary Jane Velos and Australians Andrew Chan and Myuran Sukumaran .
Australia has repeatedly appealed for clemency for the pair .","Nine of ten on death row in Indonesia have been given 72 hours notice ahead of their execution .<n>The ten include two Australian citizens and prisoners from Ghana, Brazil, Nigeria and Indonesia .<n>Their petitions for clemency were denied by President Joko Widodo in late 2014 .",0.2979,0.3784,0.3333,0.0435,0.0556,0.0488,0.2143,"Nine of ten mostly foreign prisoners on death row in Indonesia have been given 72 hours notice ahead of their execution. On Friday, Indonesian officials advised relevant consular officials to travel to Indonesia's ""execution island"" -- Nusa Kambangan -- where the ten are being held.",0.2045,0.2432,0.2222,0.0233,0.0278,0.0253,0.1235
25a52d1de3a385d6d1405272f7dff0813fcd3b2d,"""Mad Men's"" final seven episodes begin airing April 5 .
The show has never had high ratings but is considered one of the great TV series .
It's unknown what will happen to characters, but we can always guess .","""Mad Men"" seventh and final season begins Sunday .<n>Show has become part of national fabric .<n>What's going to happen?",0.5,0.2821,0.3607,0.0952,0.0526,0.0678,0.2951,"""Mad Men"" ends its eight-year run on Sunday. The show has become part of the national fabric, if never a huge ratings hit. The end of a TV series brings with it some risk.",0.3429,0.3077,0.3243,0.1471,0.1316,0.1389,0.2973
25ee4268b8e4b0107bf37b7aefb502f921437a35,"Promoter: Manny Pacquiao's has between 800 and 900 friends who want tickets to historic Las Vegas clash .
Kenny Bayless named as referee in Mayweather-Pacquiao's bout, dubbed the ""fight of the century""","Floyd Mayweather and Manny Pacquiao fight on May 2 .<n>Tickets will go on sale after an agreement on allocation was reached .<n>The cheapest tickets for the bout are priced at $1,500 .<n>Demand for the fight is so high some seats could fetch as much as $11,000 on the secondary market .",0.1818,0.2941,0.2247,0.037,0.0606,0.046,0.1573,"Tickets will go on sale for the May 2 fight between Floyd Mayweather and Manny Pacquiao. The cheapest tickets for the bout are priced at $1,500 but demand for the fight is such that some seats could fetch as much as $11,000 on the secondary market. Kenny Bayless has been named as the referee of next month's fight.",0.2951,0.5294,0.3789,0.0667,0.1212,0.086,0.2105
